variant,tag,reference,max-dt-200,max-dt-400,max-gap-freq-80,max-gap-freq-99,max-gap-num-50,max-gap-num-500,min-seqs-2,min-seqs-6,no-ambiguous
cap256-3-8722--,cap256-3,-0.0007,-0.0005,-0.0007,-0.0007,-0.0007,,-0.0005,-0.0007,-0.0007,-0.0007
cap256-3-8723--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8724--,cap256-3,-0.0008,-0.0006,-0.0008,-0.0008,-0.0008,,-0.0007,-0.0008,-0.0008,-0.0009
cap256-3-8725--,cap256-3,0.0003,0.0008,0.0003,0.0003,0.0003,,-0.0003,0.0003,0.0003,0.0001
cap256-3-8725-G,cap256-3,-0.0012,0.0006,-0.0012,-0.0012,-0.0012,-0.0012,-0.0024,-0.0012,-0.0012,-0.0015
cap256-3-8726--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8727--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8728--,cap256-3,-0.0009,-0.0006,-0.0009,-0.0009,-0.0009,,-0.0007,-0.0009,-0.0009,-0.001
cap256-3-8729--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8730--,cap256-3,0.0009,0.001,0.0009,0.0009,0.0009,,0.001,0.0009,0.0009,0.0008
cap256-3-8730-A,cap256-3,0.0009,0.0014,0.0009,0.0007,0.0009,0.0014,0.0009,0.0009,0.0009,0.0007
cap256-3-8731--,cap256-3,-0.0007,-0.0005,-0.0007,-0.0007,-0.0007,,-0.0001,-0.0007,-0.0007,-0.0007
cap256-3-8732--,cap256-3,0.0099,0.0107,0.0099,0.0099,0.0099,,0.0091,0.0099,0.0099,0.0104
cap256-3-8732-C,cap256-3,0.0185,0.0207,0.0185,0.0185,0.0185,0.0194,0.0168,0.0185,0.0185,0.0196
cap256-3-8733--,cap256-3,0.0011,0.001,0.0011,0.001,0.0011,,0.0012,0.0011,0.0011,0.001
cap256-3-8733-A,cap256-3,-0.0024,,-0.0024,-0.0024,-0.0024,-0.0024,-0.0022,-0.0024,-0.0024,-0.0025
cap256-3-8733-G,cap256-3,0.0031,0.0022,0.0031,0.003,0.0031,0.0037,0.0031,0.0031,0.0031,0.003
cap256-3-8734--,cap256-3,0.0012,0.0011,0.0012,0.0011,0.0012,,0.0013,0.0012,0.0012,0.0011
cap256-3-8734-T,cap256-3,0.002,0.0021,0.002,0.0019,0.002,0.0026,0.002,0.002,0.002,0.0019
cap256-3-8735--,cap256-3,-0.0007,-0.0005,-0.0007,-0.0007,-0.0007,,-0.0005,-0.0007,-0.0007,-0.0007
cap256-3-8736--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8737--,cap256-3,-0.0009,-0.0006,-0.0009,-0.0009,-0.0009,,-0.0007,-0.0009,-0.0009,-0.001
cap256-3-8738--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8739--,cap256-3,0.0009,-0.0006,0.0009,0.0009,0.0009,,0.0009,0.0009,0.0009,0.0008
cap256-3-8739-A,cap256-3,0.0001,,0.0001,0.0,0.0001,-0.0005,-0.0,0.0001,0.0001,0.0
cap256-3-8740--,cap256-3,-0.0008,-0.0006,-0.0008,-0.0008,-0.0008,,-0.0007,-0.0008,-0.0008,-0.0009
cap256-3-8741--,cap256-3,-0.0007,-0.0005,-0.0007,-0.0007,-0.0007,,-0.0005,-0.0007,-0.0007,-0.0007
cap256-3-8742--,cap256-3,0.0015,0.0013,0.0015,0.0014,0.0015,,0.0016,0.0015,0.0015,0.0014
cap256-3-8742-A,cap256-3,0.0013,0.0016,0.0013,0.0011,0.0013,0.0018,0.0013,0.0013,0.0013,0.0011
cap256-3-8743--,cap256-3,-0.0007,-0.0005,-0.0007,-0.0007,-0.0007,,-0.0005,-0.0007,-0.0007,-0.0007
cap256-3-8744--,cap256-3,-0.0008,-0.0006,-0.0008,-0.0008,-0.0008,,-0.0007,-0.0008,-0.0008,-0.0009
cap256-3-8745--,cap256-3,-0.0008,-0.0006,-0.0008,-0.0008,-0.0008,,-0.0007,-0.0008,-0.0008,-0.0009
cap256-3-8746--,cap256-3,-0.0007,-0.0005,-0.0007,-0.0007,-0.0007,,-0.0005,-0.0007,-0.0007,-0.0007
cap256-3-8747--,cap256-3,-0.0008,-0.0006,-0.0008,-0.0008,-0.0008,,-0.0007,-0.0008,-0.0008,-0.0009
cap256-3-8748--,cap256-3,0.0015,0.0013,0.0015,0.0015,0.0015,,0.0016,0.0015,0.0015,0.0014
cap256-3-8748-C,cap256-3,0.0026,0.0025,0.0026,0.0024,0.0026,0.0031,0.0025,0.0026,0.0026,0.0024
cap256-3-8749--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8750--,cap256-3,0.0,-0.0006,0.0,0.0,0.0,,0.0002,0.0,0.0,0.0001
cap256-3-8750-T,cap256-3,-0.0012,,-0.0012,-0.0012,-0.0012,-0.0017,-0.001,-0.0012,-0.0012,-0.0011
cap256-3-8751--,cap256-3,0.001,0.001,0.001,0.0009,0.001,,0.0011,0.001,0.001,0.0008
cap256-3-8751-A,cap256-3,0.0008,0.0014,0.0008,0.0007,0.0008,0.0014,0.0009,0.0008,0.0008,0.0007
cap256-3-8752--,cap256-3,-0.0002,0.0002,-0.0002,-0.0002,-0.0002,,-0.0001,-0.0002,-0.0002,-0.0004
cap256-3-8752-C,cap256-3,-0.0016,-0.0002,-0.0016,-0.0017,-0.0016,-0.002,-0.0015,-0.0016,-0.0016,-0.002
cap256-3-8753--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8754--,cap256-3,-0.0008,-0.0006,-0.0008,-0.0008,-0.0008,,-0.0007,-0.0008,-0.0008,-0.0009
cap256-3-8755--,cap256-3,-0.0008,-0.0006,-0.0008,-0.0008,-0.0008,,-0.0007,-0.0008,-0.0008,-0.0009
cap256-3-8756--,cap256-3,-0.0007,-0.0005,-0.0007,-0.0007,-0.0007,,-0.0005,-0.0007,-0.0007,-0.0007
cap256-3-8757--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8758--,cap256-3,-0.0009,-0.0006,-0.0009,-0.0009,-0.0009,,-0.0007,-0.0009,-0.0009,-0.001
cap256-3-8759--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8760--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8761--,cap256-3,-0.0009,-0.0006,-0.0009,-0.0009,-0.0009,,-0.0007,-0.0009,-0.0009,-0.001
cap256-3-8762--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8763--,cap256-3,0.0015,0.0013,0.0015,0.0014,0.0015,,0.0016,0.0015,0.0015,0.0014
cap256-3-8763-A,cap256-3,0.0013,0.0016,0.0013,0.0011,0.0013,0.0018,0.0013,0.0013,0.0013,0.0011
cap256-3-8764--,cap256-3,-0.0007,-0.0005,-0.0007,-0.0007,-0.0007,,-0.0005,-0.0007,-0.0007,-0.0007
cap256-3-8765--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8766--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8767--,cap256-3,-0.0009,-0.0006,-0.0009,-0.0009,-0.0009,,-0.0007,-0.0009,-0.0009,-0.001
cap256-3-8768--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8769--,cap256-3,-0.0008,-0.0006,-0.0008,-0.0008,-0.0008,,-0.0007,-0.0008,-0.0008,-0.0009
cap256-3-8770--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0005,0.0004,0.0004,0.0003
cap256-3-8771--,cap256-3,-0.0009,-0.0006,-0.0009,-0.0009,-0.0009,,-0.0007,-0.0009,-0.0009,-0.001
cap256-3-8772--,cap256-3,-0.0009,-0.0006,-0.0009,-0.0009,-0.0009,,-0.0007,-0.0009,-0.0009,-0.001
cap256-3-8773--,cap256-3,-0.0009,-0.0006,-0.0009,-0.0009,-0.0009,,-0.0007,-0.0009,-0.0009,-0.001
cap256-3-8774--,cap256-3,-0.0008,-0.0006,-0.0008,-0.0008,-0.0008,,-0.0007,-0.0008,-0.0008,-0.0009
cap256-3-8775--,cap256-3,-0.0007,-0.0005,-0.0007,-0.0007,-0.0007,,-0.0005,-0.0007,-0.0007,-0.0007
cap256-3-8776--,cap256-3,-0.0007,-0.0005,-0.0007,-0.0007,-0.0007,,-0.0005,-0.0007,-0.0007,-0.0007
cap256-3-8777--,cap256-3,-0.0007,-0.0005,-0.0007,-0.0007,-0.0007,,-0.0005,-0.0007,-0.0007,-0.0007
cap256-3-8778--,cap256-3,-0.0009,-0.0006,-0.0009,-0.0009,-0.0009,,-0.0007,-0.0009,-0.0009,-0.001
cap256-3-8779--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0012,0.0004,0.0004,0.0003
cap256-3-8780--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0012,0.0004,0.0004,0.0003
cap256-3-8781--,cap256-3,-0.0009,-0.0006,-0.0009,-0.0009,-0.0009,,0.0,-0.0009,-0.0009,-0.001
cap256-3-8782--,cap256-3,-0.0008,-0.0006,-0.0008,-0.0008,-0.0008,,0.0001,-0.0008,-0.0008,-0.0009
cap256-3-8783--,cap256-3,0.0004,0.0001,0.0004,0.0004,0.0004,,0.0012,0.0004,0.0004,0.0003
cap256-3-8784--,cap256-3,-0.0009,-0.0006,-0.0009,-0.0009,-0.0009,,0.0,-0.0009,-0.0009,-0.001
cap256-3-8785--,cap256-3,-0.0008,-0.0006,-0.0008,-0.0008,-0.0008,,0.0001,-0.0008,-0.0008,-0.0009
cap256-3-8786--,cap256-3,-0.0209,-0.0204,-0.0209,-0.0208,-0.0209,,-0.0193,-0.0209,-0.0209,-0.0214
cap256-3-8786-C,cap256-3,-0.043,-0.0414,-0.043,-0.0428,-0.043,-0.0444,-0.0411,-0.043,-0.043,-0.0439
cap256-3-8787--,cap256-3,-0.0007,-0.0005,-0.0007,-0.0007,-0.0007,,0.0002,-0.0007,-0.0007,-0.0007
cap256-3-8788--,cap256-3,-0.0007,-0.0005,-0.0007,-0.0007,-0.0007,,0.0002,-0.0007,-0.0007,-0.0007
cap256-3-8789--,cap256-3,-0.0118,-0.0118,-0.0118,-0.0117,-0.0118,,-0.0112,-0.0118,-0.0118,-0.0123
cap256-3-8789-A,cap256-3,-0.0253,-0.0245,-0.0253,-0.0251,-0.0253,-0.0259,-0.0254,-0.0253,-0.0253,-0.0262
cap256-3-8790--,cap256-3,-0.0008,-0.0006,-0.0008,-0.0008,-0.0008,,0.0001,-0.0008,-0.0008,-0.0009
cap256-3-8791--,cap256-3,0.0009,0.001,0.0009,0.0009,0.0009,,0.0014,0.0009,0.0009,0.0008
cap256-3-8791-A,cap256-3,0.0009,0.0014,0.0009,0.0007,0.0009,0.0014,0.0005,0.0009,0.0009,0.0007
cap256-3-8792--,cap256-3,0.0057,0.0055,0.0057,0.0058,0.0057,0.0061,0.0055,0.0057,0.0057,0.0061
cap256-3-8792-A,cap256-3,0.0035,0.0038,0.0035,0.0034,0.0035,0.0045,0.0028,0.0035,0.0035,0.0036
cap256-3-8793--,cap256-3,-0.003,-0.0026,-0.003,-0.003,-0.003,-0.0032,-0.0028,-0.003,-0.003,-0.0032
cap256-3-8794--,cap256-3,-0.002,-0.002,-0.002,-0.002,-0.002,-0.0022,-0.0019,-0.002,-0.002,-0.0022
cap256-3-8795--,cap256-3,-0.002,-0.002,-0.002,-0.002,-0.002,-0.0022,-0.0019,-0.002,-0.002,-0.0022
705010198-5-825-T,705010198-5,,,0.0035,,,,,,,
705010198-5-842-C,705010198-5,,,-0.0013,,,,,,,
705010198-5-848-A,705010198-5,,,-0.0019,,,,,,,
705010198-5-878-G,705010198-5,,,0.0009,,,,,,,
705010198-5-935-A,705010198-5,,,-0.0019,,,,,,,
705010198-5-962-A,705010198-5,,,-0.0025,,,,,,,
705010198-5-969-C,705010198-5,,,-0.0023,,,,,,,
705010198-5-974-A,705010198-5,,,-0.0026,,,,,,,
705010198-5-974-C,705010198-5,,,-0.0038,,,,,,,
705010198-5-985-C,705010198-5,,,-0.0013,,,,,,,
705010198-5-1058-G,705010198-5,,,-0.0023,,,,,,,
705010198-5-1069-A,705010198-5,,,-0.0017,,,,,,,
705010198-5-1098-A,705010198-5,,,-0.0022,,,,,,,
705010198-5-1114--,705010198-5,,,0.0049,,,,,,,
705010198-5-1115--,705010198-5,,,0.0049,,,,,,,
705010198-5-1171-G,705010198-5,,,-0.0003,,,,,,,
705010198-5-1194-A,705010198-5,,,-0.003,,,,,,,
705010198-5-1197-A,705010198-5,,,-0.0019,,,,,,,
705010198-5-1221-T,705010198-5,,,0.0003,,,,,,,
705010198-5-1260-G,705010198-5,,,-0.0013,,,,,,,
705010198-5-1467-A,705010198-5,,,0.0001,,,,,,,
705010198-5-1514-A,705010198-5,,,0.0029,,,,,,,
705010198-5-1659-A,705010198-5,,,-0.0032,,,,,,,
705010198-5-1903-A,705010198-5,,,-0.0016,,,,,,,
705010198-5-1904-G,705010198-5,,,-0.0013,,,,,,,
705010198-5-1905-T,705010198-5,,,-0.0013,,,,,,,
705010198-5-1908-A,705010198-5,,,-0.0026,,,,,,,
705010198-5-1911-C,705010198-5,,,0.0041,,,,,,,
705010198-5-1913-T,705010198-5,,,0.0274,,,,,,,
705010198-5-1914-A,705010198-5,,,-0.0028,,,,,,,
705010198-5-1944-T,705010198-5,,,-0.0027,,,,,,,
705010198-5-1989-T,705010198-5,,,-0.0042,,,,,,,
705010198-5-2094-A,705010198-5,,,-0.0026,,,,,,,
705010198-5-2098-T,705010198-5,,,-0.0006,,,,,,,
705010198-5-2111-C,705010198-5,,,0.0057,,,,,,,
705010198-5-2111-G,705010198-5,,,0.0019,,,,,,,
705010198-5-2114-G,705010198-5,,,0.0031,,,,,,,
705010198-5-2147-C,705010198-5,,,-0.0012,,,,,,,
705010198-5-2321-C,705010198-5,,,-0.0018,,,,,,,
705010198-5-2366-A,705010198-5,,,-0.0017,,,,,,,
705010198-5-2387-G,705010198-5,,,0.0002,,,,,,,
705010198-5-2540-G,705010198-5,,,-0.0013,,,,,,,
705010198-5-2622-T,705010198-5,,,-0.0015,,,,,,,
705010198-5-2819-G,705010198-5,,,-0.0003,,,,,,,
705010198-5-3056-A,705010198-5,,,0.0027,,,,,,,
705010198-5-3081-G,705010198-5,,,-0.0023,,,,,,,
705010198-5-3114-A,705010198-5,,,-0.0023,,,,,,,
705010198-5-3137-A,705010198-5,,,0.0045,,,,,,,
705010198-5-3162-C,705010198-5,,,-0.0025,,,,,,,
705010198-5-3188-G,705010198-5,,,-0.0012,,,,,,,
705010198-5-3203-T,705010198-5,,,-0.0012,,,,,,,
705010198-5-3285-C,705010198-5,,,-0.0015,,,,,,,
705010198-5-3389-A,705010198-5,,,0.004,,,,,,,
705010198-5-3398-C,705010198-5,,,-0.0024,,,,,,,
705010198-5-3432-T,705010198-5,,,-0.0026,,,,,,,
705010198-5-3469-A,705010198-5,,,-0.0022,,,,,,,
705010198-5-3588-G,705010198-5,,,-0.0007,,,,,,,
705010198-5-3605-G,705010198-5,,,0.0017,,,,,,,
705010198-5-3620-A,705010198-5,,,-0.0001,,,,,,,
705010198-5-3651-C,705010198-5,,,-0.0022,,,,,,,
705010198-5-3734-G,705010198-5,,,0.001,,,,,,,
705010198-5-3776-T,705010198-5,,,0.0021,,,,,,,
705010198-5-3834-T,705010198-5,,,-0.0027,,,,,,,
705010198-5-3889-G,705010198-5,,,-0.0041,,,,,,,
705010198-5-3893-A,705010198-5,,,0.0038,,,,,,,
705010198-5-3902-G,705010198-5,,,-0.0001,,,,,,,
705010198-5-3904-G,705010198-5,,,-0.0012,,,,,,,
705010198-5-3931-A,705010198-5,,,-0.0026,,,,,,,
705010198-5-3951-C,705010198-5,,,0.0021,,,,,,,
705010198-5-3959-C,705010198-5,,,-0.0051,,,,,,,
705010198-5-3964-T,705010198-5,,,-0.0015,,,,,,,
705010198-5-4106-T,705010198-5,,,-0.0026,,,,,,,
705010198-5-4403-A,705010198-5,,,-0.0014,,,,,,,
705010198-5-4436-G,705010198-5,,,-0.0013,,,,,,,
705010198-5-4439-G,705010198-5,,,-0.0012,,,,,,,
705010198-5-4514-G,705010198-5,,,-0.0013,,,,,,,
705010198-5-4769-G,705010198-5,,,-0.0013,,,,,,,
705010198-5-4772-T,705010198-5,,,-0.0021,,,,,,,
705010198-5-4808-A,705010198-5,,,-0.0023,,,,,,,
705010198-5-4826-G,705010198-5,,,-0.0003,,,,,,,
705010198-5-4963--,705010198-5,,,-0.0012,,,,,,,
705010198-5-4964--,705010198-5,,,-0.001,,,,,,,
705010198-5-5015-A,705010198-5,,,-0.0032,,,,,,,
705010198-5-5018-G,705010198-5,,,0.0045,,,,,,,
705010198-5-5023-C,705010198-5,,,-0.0023,,,,,,,
705010198-3-5109-T,705010198-3,,,-0.0016,,,,,,,
705010198-3-5119-T,705010198-3,,,-0.0023,,,,,,,
705010198-3-5139-G,705010198-3,,,-0.0004,,,,,,,
705010198-3-5160-C,705010198-3,,,-0.0016,,,,,,,
705010198-3-5191-A,705010198-3,,,-0.0031,,,,,,,
705010198-3-5230-G,705010198-3,,,-0.0011,,,,,,,
705010198-3-5268-C,705010198-3,,,-0.0009,,,,,,,
705010198-3-5328-T,705010198-3,,,-0.0002,,,,,,,
705010198-3-5341-A,705010198-3,,,-0.0021,,,,,,,
705010198-3-5343-T,705010198-3,,,-0.0027,,,,,,,
705010198-3-5358-G,705010198-3,,,-0.0013,,,,,,,
705010198-3-5403-G,705010198-3,,,-0.0004,,,,,,,
705010198-3-5481-T,705010198-3,,,-0.0023,,,,,,,
705010198-3-5519-G,705010198-3,,,-0.0003,,,,,,,
705010198-3-5597-G,705010198-3,,,-0.0002,,,,,,,
705010198-3-5668-A,705010198-3,,,-0.002,,,,,,,
705010198-3-5682-C,705010198-3,,,-0.0022,,,,,,,
705010198-3-5690-G,705010198-3,,,-0.003,,,,,,,
705010198-3-5705-T,705010198-3,,,-0.0023,,,,,,,
705010198-3-5738-G,705010198-3,,,-0.0013,,,,,,,
705010198-3-5744-G,705010198-3,,,-0.0015,,,,,,,
705010198-3-5869-C,705010198-3,,,-0.0013,,,,,,,
705010198-3-5991-G,705010198-3,,,-0.0004,,,,,,,
705010198-3-5992-A,705010198-3,,,-0.0011,,,,,,,
705010198-3-6017-A,705010198-3,,,-0.0029,,,,,,,
705010198-3-6069-A,705010198-3,,,-0.0009,,,,,,,
705010198-3-6109-G,705010198-3,,,-0.0006,,,,,,,
705010198-3-6154-A,705010198-3,,,-0.0014,,,,,,,
705010198-3-6155--,705010198-3,,,0.0009,,,,,,,
705010198-3-6181-T,705010198-3,,,-0.0018,,,,,,,
705010198-3-6239d-A,705010198-3,,,-0.0018,,,,,,,
705010198-3-6239e-T,705010198-3,,,0.0018,,,,,,,
705010198-3-6251-G,705010198-3,,,-0.0003,,,,,,,
705010198-3-6311-A,705010198-3,,,-0.0027,,,,,,,
705010198-3-6347-G,705010198-3,,,-0.0006,,,,,,,
705010198-3-6371-A,705010198-3,,,-0.0049,,,,,,,
705010198-3-6377-A,705010198-3,,,-0.0015,,,,,,,
705010198-3-6392-C,705010198-3,,,-0.0003,,,,,,,
705010198-3-6412-A,705010198-3,,,-0.0027,,,,,,,
705010198-3-6455-T,705010198-3,,,-0.0011,,,,,,,
705010198-3-6476-G,705010198-3,,,0.0006,,,,,,,
705010198-3-6533-A,705010198-3,,,-0.0024,,,,,,,
705010198-3-6537-A,705010198-3,,,0.0029,,,,,,,
705010198-3-6555-C,705010198-3,,,-0.0013,,,,,,,
705010198-3-6608-A,705010198-3,,,-0.0039,,,,,,,
705010198-3-6611-A,705010198-3,,,-0.0022,,,,,,,
705010198-3-6628-A,705010198-3,,,-0.0004,,,,,,,
705010198-3-6629-T,705010198-3,,,0.0008,,,,,,,
705010198-3-6631-C,705010198-3,,,0.0005,,,,,,,
705010198-3-6631-G,705010198-3,,,0.0009,,,,,,,
705010198-3-6632-A,705010198-3,,,-0.0014,,,,,,,
705010198-3-6634-A,705010198-3,,,-0.0016,,,,,,,
705010198-3-6634-C,705010198-3,,,0.0002,,,,,,,
705010198-3-6637-G,705010198-3,,,-0.0013,,,,,,,
705010198-3-6638-C,705010198-3,,,-0.0002,,,,,,,
705010198-3-6640-G,705010198-3,,,0.0009,,,,,,,
705010198-3-6641-T,705010198-3,,,0.0003,,,,,,,
705010198-3-6643-A,705010198-3,,,-0.0002,,,,,,,
705010198-3-6645-G,705010198-3,,,0.0024,,,,,,,
705010198-3-6646-G,705010198-3,,,0.0004,,,,,,,
705010198-3-6649-A,705010198-3,,,-0.0005,,,,,,,
705010198-3-6650b-G,705010198-3,,,0.0016,,,,,,,
705010198-3-6652-A,705010198-3,,,0.0016,,,,,,,
705010198-3-6655-C,705010198-3,,,0.0036,,,,,,,
705010198-3-6661-C,705010198-3,,,-0.0003,,,,,,,
705010198-3-6664-G,705010198-3,,,0.002,,,,,,,
705010198-3-6674-G,705010198-3,,,-0.0015,,,,,,,
705010198-3-6703--,705010198-3,,,0.0002,,,,,,,
705010198-3-6704--,705010198-3,,,-0.0005,,,,,,,
705010198-3-6705--,705010198-3,,,0.0002,,,,,,,
705010198-3-6706--,705010198-3,,,-0.0006,,,,,,,
705010198-3-6707--,705010198-3,,,0.0002,,,,,,,
705010198-3-6708--,705010198-3,,,0.0002,,,,,,,
705010198-3-6709--,705010198-3,,,-0.0006,,,,,,,
705010198-3-6710--,705010198-3,,,-0.0006,,,,,,,
705010198-3-6711--,705010198-3,,,0.0002,,,,,,,
705010198-3-6712--,705010198-3,,,-0.0006,,,,,,,
705010198-3-6713--,705010198-3,,,0.0002,,,,,,,
705010198-3-6714--,705010198-3,,,-0.0007,,,,,,,
705010198-3-6715--,705010198-3,,,0.0002,,,,,,,
705010198-3-6716--,705010198-3,,,0.0002,,,,,,,
705010198-3-6717--,705010198-3,,,0.0002,,,,,,,
705010198-3-6718--,705010198-3,,,-0.0005,,,,,,,
705010198-3-6719--,705010198-3,,,0.0002,,,,,,,
705010198-3-6720--,705010198-3,,,0.0002,,,,,,,
705010198-3-6721--,705010198-3,,,-0.0007,,,,,,,
705010198-3-6722--,705010198-3,,,-0.0007,,,,,,,
705010198-3-6723--,705010198-3,,,-0.0007,,,,,,,
705010198-3-6724--,705010198-3,,,0.0002,,,,,,,
705010198-3-6725--,705010198-3,,,-0.0005,,,,,,,
705010198-3-6726--,705010198-3,,,0.0002,,,,,,,
705010198-3-6727--,705010198-3,,,-0.0007,,,,,,,
705010198-3-6728--,705010198-3,,,-0.0007,,,,,,,
705010198-3-6729--,705010198-3,,,0.0002,,,,,,,
705010198-3-6730--,705010198-3,,,0.0009,,,,,,,
705010198-3-6730-C,705010198-3,,,0.0005,,,,,,,
705010198-3-6730-G,705010198-3,,,0.0004,,,,,,,
705010198-3-6731--,705010198-3,,,0.0002,,,,,,,
705010198-3-6732--,705010198-3,,,-0.0006,,,,,,,
705010198-3-6733--,705010198-3,,,0.0002,,,,,,,
705010198-3-6734--,705010198-3,,,0.0002,,,,,,,
705010198-3-6735--,705010198-3,,,0.0002,,,,,,,
705010198-3-6736--,705010198-3,,,0.0002,,,,,,,
705010198-3-6737--,705010198-3,,,-0.0005,,,,,,,
705010198-3-6738--,705010198-3,,,-0.0007,,,,,,,
705010198-3-6739--,705010198-3,,,-0.0005,,,,,,,
705010198-3-6740--,705010198-3,,,-0.0007,,,,,,,
705010198-3-6741--,705010198-3,,,-0.0123,,,,,,,
705010198-3-6742--,705010198-3,,,0.0002,,,,,,,
705010198-3-6743--,705010198-3,,,-0.0005,,,,,,,
705010198-3-6744--,705010198-3,,,-0.0007,,,,,,,
705010198-3-6745--,705010198-3,,,-0.0006,,,,,,,
705010198-3-6746--,705010198-3,,,0.0002,,,,,,,
705010198-3-6747--,705010198-3,,,0.001,,,,,,,
705010198-3-6747-A,705010198-3,,,-0.0,,,,,,,
705010198-3-6747-C,705010198-3,,,0.0015,,,,,,,
705010198-3-6748--,705010198-3,,,-0.0005,,,,,,,
705010198-3-6749--,705010198-3,,,-0.0005,,,,,,,
705010198-3-6751--,705010198-3,,,-0.0005,,,,,,,
705010198-3-6752--,705010198-3,,,-0.0005,,,,,,,
705010198-3-6753--,705010198-3,,,-0.0005,,,,,,,
705010198-3-6754--,705010198-3,,,0.0002,,,,,,,
705010198-3-6755--,705010198-3,,,-0.0005,,,,,,,
705010198-3-6756--,705010198-3,,,0.0002,,,,,,,
705010198-3-6757--,705010198-3,,,-0.0007,,,,,,,
705010198-3-6758--,705010198-3,,,0.0002,,,,,,,
705010198-3-6759--,705010198-3,,,-0.0005,,,,,,,
705010198-3-6760--,705010198-3,,,-0.0006,,,,,,,
705010198-3-6761--,705010198-3,,,-0.0005,,,,,,,
705010198-3-6793-G,705010198-3,,,-0.0017,,,,,,,
705010198-3-6804-G,705010198-3,,,0.0017,,,,,,,
705010198-3-6893-C,705010198-3,,,-0.0014,,,,,,,
705010198-3-6917-A,705010198-3,,,-0.0033,,,,,,,
705010198-3-7001-G,705010198-3,,,-0.0003,,,,,,,
705010198-3-7044--,705010198-3,,,-0.0012,,,,,,,
705010198-3-7045--,705010198-3,,,-0.0013,,,,,,,
705010198-3-7046--,705010198-3,,,-0.0012,,,,,,,
705010198-3-7047--,705010198-3,,,-0.0014,,,,,,,
705010198-3-7048--,705010198-3,,,-0.0015,,,,,,,
705010198-3-7049--,705010198-3,,,-0.0005,,,,,,,
705010198-3-7050--,705010198-3,,,-0.0005,,,,,,,
705010198-3-7051--,705010198-3,,,-0.0005,,,,,,,
705010198-3-7052-T,705010198-3,,,-0.0023,,,,,,,
705010198-3-7102-C,705010198-3,,,-0.002,,,,,,,
705010198-3-7121--,705010198-3,,,-0.0021,,,,,,,
705010198-3-7183-A,705010198-3,,,0.0015,,,,,,,
705010198-3-7184-T,705010198-3,,,0.0027,,,,,,,
705010198-3-7185-G,705010198-3,,,0.0024,,,,,,,
705010198-3-7186-G,705010198-3,,,0.0024,,,,,,,
705010198-3-7187a--,705010198-3,,,0.0012,,,,,,,
705010198-3-7187b--,705010198-3,,,0.0017,,,,,,,
705010198-3-7187c--,705010198-3,,,0.0013,,,,,,,
705010198-3-7230-A,705010198-3,,,-0.001,,,,,,,
705010198-3-7251-G,705010198-3,,,-0.0015,,,,,,,
705010198-3-7260-G,705010198-3,,,-0.003,,,,,,,
705010198-3-7261-C,705010198-3,,,-0.0004,,,,,,,
705010198-3-7261-G,705010198-3,,,-0.0014,,,,,,,
705010198-3-7302-C,705010198-3,,,-0.0011,,,,,,,
705010198-3-7303-A,705010198-3,,,0.0,,,,,,,
705010198-3-7304-G,705010198-3,,,-0.0015,,,,,,,
705010198-3-7308-A,705010198-3,,,-0.0009,,,,,,,
705010198-3-7309-A,705010198-3,,,0.0008,,,,,,,
705010198-3-7314-T,705010198-3,,,-0.002,,,,,,,
705010198-3-7315-A,705010198-3,,,-0.0019,,,,,,,
